region,latitude,longitude,temperature,oxygen_level,humidity,wind_speed,pressure,rainfall,ffmc,dmc,dc,isi,bui,fwi,historical_frequency,risk_score,risk_category,fire_occurrence
Sierra Foothills,38.136,-120.7491,32.34,20.78,14.78,16.12,1036.25,2.08,93.8,55.2,628.8,40.0,90.6,80.0,0.48,67.2,HIGH,1
Pacific Coast Ridge,37.9948,-122.6516,28.71,20.73,70.11,2.51,1026.6,0.8,68.8,40.2,159.5,7.51,49.3,5.22,0.35,18.1,LOW,0
Cascades Valley,45.839,-121.825,31.52,21.09,27.4,8.85,1045.0,0.86,96.3,29.3,347.8,38.34,48.5,80.0,0.18,63.2,HIGH,1
Sierra Foothills,38.3111,-121.1674,25.07,20.48,61.22,15.44,999.43,0.0,79.4,43.2,292.4,20.13,63.1,23.61,0.48,37.1,MEDIUM,0
Northern Boreal,49.5821,-122.8313,23.82,20.95,74.99,10.18,1001.32,3.57,59.0,12.0,330.1,6.15,22.0,2.03,0.22,0.0,LOW,0
Cascades Valley,45.2403,-121.6982,17.8,20.57,9.49,3.27,1023.91,2.23,88.0,35.3,588.1,20.42,61.4,23.68,0.18,28.0,LOW,0
Northern Boreal,49.1042,-123.3334,8.9,22.18,60.49,4.84,986.82,0.61,63.7,8.5,458.7,6.41,16.3,1.54,0.22,12.2,LOW,0
Northern Boreal,49.0621,-123.3666,20.54,20.49,82.59,35.07,990.63,0.0,69.7,42.5,217.7,19.2,57.1,19.48,0.22,42.7,MEDIUM,0
Pacific Coast Ridge,38.0174,-122.6024,16.36,19.71,42.32,15.07,1036.52,1.65,75.6,76.8,199.9,16.42,78.3,20.24,0.35,27.7,LOW,0
Cascades Valley,45.4182,-121.7006,12.8,20.33,56.09,3.54,1036.89,0.0,66.4,34.8,839.7,6.95,63.1,6.32,0.18,20.0,LOW,0
Cascades Valley,45.4765,-121.6901,37.19,20.66,29.81,12.96,1022.18,0.0,99.5,48.3,556.2,40.0,79.3,80.0,0.18,83.3,HIGH,1
Pacific Coast Ridge,37.4739,-122.3521,33.25,20.59,38.84,9.59,1031.19,0.8,91.4,71.6,207.0,30.77,76.8,80.0,0.35,62.0,HIGH,1
Sierra Foothills,38.2177,-120.9167,8.09,20.4,54.74,3.55,1019.78,0.96,63.2,11.6,321.6,5.91,21.2,1.92,0.48,9.0,LOW,0
Northern Boreal,49.1411,-123.1512,29.8,20.8,59.09,2.02,993.04,1.11,75.3,46.2,235.5,10.16,62.0,8.57,0.22,16.5,LOW,0
High Desert Plateau,34.4303,-117.2969,24.9,21.41,41.38,11.41,1017.19,0.0,83.4,7.1,184.1,21.87,12.9,5.77,0.28,38.9,MEDIUM,0
Northern Boreal,48.7481,-123.0724,26.55,22.29,53.07,17.02,993.28,0.11,79.1,61.4,243.4,20.74,75.3,29.94,0.22,51.3,MEDIUM,0
Northern Boreal,49.4444,-122.5526,43.59,21.57,48.32,11.64,1004.86,0.0,95.0,128.2,409.3,39.45,143.8,80.0,0.22,71.9,HIGH,1
Sierra Foothills,38.2686,-120.7575,34.34,21.53,81.98,32.91,1002.53,2.15,74.6,161.0,386.2,23.59,150.0,79.38,0.48,49.6,MEDIUM,0
Northern Boreal,48.8998,-122.5815,5.3,22.01,39.95,7.15,968.09,0.0,72.2,12.8,345.1,10.76,23.4,3.43,0.22,19.7,LOW,0
Pacific Coast Ridge,37.5525,-122.6063,27.39,19.71,49.56,1.24,1036.16,0.83,79.8,61.2,344.0,12.31,84.7,14.5,0.35,26.4,LOW,0
Pacific Coast Ridge,37.5948,-122.1104,23.25,20.86,90.64,10.31,1023.03,0.0,59.2,89.1,246.5,6.23,93.6,8.73,0.35,27.3,LOW,0
Cascades Valley,45.5284,-121.6895,21.08,21.72,70.52,3.85,1014.85,0.0,68.3,73.2,231.7,7.75,81.8,8.87,0.18,16.9,LOW,0
High Desert Plateau,34.5518,-117.4377,26.26,19.65,5.0,11.14,1001.84,0.0,99.5,64.1,248.5,40.0,77.9,80.0,0.28,69.6,HIGH,1
Northern Boreal,49.2198,-122.725,37.87,20.0,57.95,12.16,1005.06,2.68,86.9,22.3,629.9,26.65,41.0,29.47,0.22,35.9,MEDIUM,0
Northern Boreal,49.1803,-122.5736,20.94,22.24,42.76,8.68,977.96,0.66,73.0,67.0,498.6,11.81,100.3,16.33,0.22,32.3,MEDIUM,0
Sierra Foothills,38.7174,-121.1731,37.2,19.66,52.19,5.96,1015.24,0.0,90.4,137.9,197.1,25.69,100.3,65.48,0.48,63.5,HIGH,1
Pacific Coast Ridge,37.9252,-122.2102,20.31,20.71,75.75,14.05,1019.34,0.0,69.7,114.5,427.2,11.88,137.1,22.49,0.35,27.2,LOW,0
High Desert Plateau,34.4953,-117.1672,32.66,20.72,52.79,16.1,1041.43,0.0,84.2,62.8,289.2,26.14,81.4,55.54,0.28,62.7,HIGH,1
Cascades Valley,45.785,-122.0708,29.97,21.32,92.41,18.99,1010.38,0.0,74.4,46.8,497.3,17.22,75.8,21.21,0.18,40.3,MEDIUM,0
Pacific Coast Ridge,37.7972,-122.7094,23.7,21.68,77.92,9.81,1028.57,0.0,70.7,69.9,411.3,10.92,98.2,14.62,0.35,21.9,LOW,0
Cascades Valley,45.6731,-121.7554,12.99,21.84,37.09,15.43,1025.78,0.84,75.6,86.7,295.8,16.67,100.1,26.49,0.18,36.3,MEDIUM,0
Sierra Foothills,38.6085,-120.9107,27.63,21.19,29.77,7.42,1027.85,0.0,98.4,39.3,477.6,40.0,65.2,80.0,0.48,66.5,HIGH,1
Sierra Foothills,38.2272,-121.4519,24.77,22.51,71.56,5.92,996.14,4.1,59.2,72.0,130.0,5.33,60.4,5.15,0.48,0.0,LOW,0
Northern Boreal,49.6266,-122.8872,16.56,20.42,28.05,7.75,1045.0,0.0,80.1,60.0,118.0,16.32,52.8,13.51,0.22,37.2,MEDIUM,0
High Desert Plateau,34.6284,-116.7194,30.48,20.47,39.48,8.14,1025.82,0.0,92.4,82.8,466.1,30.85,114.6,80.0,0.28,69.0,HIGH,1
Cascades Valley,45.2879,-121.6956,29.81,19.94,81.58,21.03,1019.04,0.0,79.8,79.8,418.6,23.84,108.0,58.61,0.18,54.7,MEDIUM,0
Pacific Coast Ridge,38.1246,-122.6719,15.22,19.75,47.87,10.76,987.37,0.79,70.1,73.6,418.6,10.95,102.2,15.28,0.35,27.5,LOW,0
Sierra Foothills,38.3972,-121.4836,22.0,21.33,30.24,14.72,1017.64,0.0,88.7,6.9,494.8,31.61,13.3,15.71,0.48,48.4,MEDIUM,0
Northern Boreal,49.2718,-122.9892,29.04,20.37,84.78,10.2,1016.76,0.15,71.4,43.0,439.4,11.47,69.1,10.88,0.22,36.0,MEDIUM,0
Northern Boreal,48.779,-123.0773,33.94,22.01,71.53,12.19,1012.4,0.0,84.3,39.6,386.9,23.47,63.1,33.0,0.22,53.1,MEDIUM,0
Cascades Valley,45.3488,-121.5426,19.47,20.53,32.55,10.21,999.64,0.0,87.1,69.7,224.1,25.27,78.4,49.05,0.18,52.2,MEDIUM,0
Sierra Foothills,39.0141,-121.0177,32.58,20.54,63.38,20.26,993.45,0.0,84.6,36.9,220.0,29.75,52.0,50.95,0.48,63.1,HIGH,1
High Desert Plateau,34.7816,-116.7995,35.31,20.58,73.41,4.18,1002.49,2.06,69.3,27.1,705.2,8.24,49.5,5.64,0.28,15.4,LOW,0
Sierra Foothills,38.6598,-121.0632,36.61,21.25,71.21,10.76,1037.53,0.0,85.6,48.0,482.3,23.86,76.9,41.79,0.48,64.7,HIGH,1
Cascades Valley,45.4387,-121.5443,34.0,20.76,8.41,11.62,1006.8,3.23,93.6,72.4,369.5,36.74,97.2,80.0,0.18,57.4,MEDIUM,0
Cascades Valley,45.396,-121.7633,40.76,20.51,66.23,7.0,1010.56,0.0,89.1,99.9,276.9,24.99,105.0,63.91,0.18,57.7,MEDIUM,0
Sierra Foothills,38.1376,-121.2698,19.18,20.5,47.49,8.28,998.09,2.55,69.0,27.2,311.6,9.51,44.6,5.77,0.48,9.8,LOW,0
Cascades Valley,45.3768,-121.5125,12.66,21.49,42.95,15.71,1021.76,0.0,79.7,37.2,225.6,20.65,52.7,20.76,0.18,34.8,MEDIUM,0
Sierra Foothills,38.5154,-120.8567,11.48,20.35,57.1,11.83,1024.59,0.0,68.4,23.1,233.8,10.38,37.1,5.24,0.48,21.5,LOW,0
Pacific Coast Ridge,37.7756,-122.0929,45.72,22.33,74.71,8.6,1001.37,0.0,87.6,27.5,337.8,24.59,45.6,26.67,0.35,58.4,MEDIUM,0
Sierra Foothills,38.6709,-121.4683,27.88,22.17,65.21,7.73,1000.51,0.0,75.7,57.1,458.3,13.1,87.1,16.14,0.48,33.5,MEDIUM,0
Sierra Foothills,38.5433,-120.579,25.55,20.45,28.9,18.6,989.89,1.64,87.5,60.6,106.4,32.99,50.0,67.71,0.48,60.9,HIGH,1
Cascades Valley,45.2187,-121.4646,45.26,21.43,34.06,3.83,992.76,0.0,99.5,58.3,462.7,37.29,88.7,80.0,0.18,75.2,HIGH,1
Cascades Valley,45.7073,-121.2955,16.82,19.78,16.41,7.66,1006.97,0.0,90.4,27.8,331.8,27.37,46.0,35.49,0.18,56.0,MEDIUM,0
Northern Boreal,48.9354,-122.772,12.84,20.57,5.0,4.14,988.85,0.0,91.2,34.1,184.2,24.85,46.6,27.99,0.22,57.8,MEDIUM,0
Northern Boreal,49.4466,-122.8228,30.3,19.61,31.9,6.78,1015.17,0.0,95.8,57.8,300.7,34.78,78.1,80.0,0.22,66.6,HIGH,1
Pacific Coast Ridge,37.7211,-122.176,28.24,20.75,62.12,17.9,1012.89,0.0,83.5,37.5,318.8,26.53,58.0,41.15,0.35,54.2,MEDIUM,0
Northern Boreal,49.3057,-123.22,25.12,21.52,28.93,18.38,1019.78,0.0,93.3,35.2,317.2,40.0,55.1,80.0,0.22,67.8,HIGH,1
Sierra Foothills,38.5572,-120.7951,13.37,21.61,22.3,2.27,995.49,1.15,79.4,32.1,190.9,12.64,45.2,8.0,0.48,25.1,LOW,0
Cascades Valley,45.6633,-121.9678,38.33,21.12,63.04,2.34,1013.31,0.0,89.1,39.0,157.9,20.75,48.2,19.19,0.18,38.8,MEDIUM,0
Northern Boreal,49.0167,-123.1148,20.84,20.38,41.53,19.78,1009.0,0.0,83.7,35.5,325.2,28.02,55.8,45.98,0.22,59.2,MEDIUM,0
Northern Boreal,48.8023,-122.7691,32.15,20.58,39.31,1.46,990.57,0.25,93.0,42.4,343.5,24.14,64.8,36.25,0.22,56.3,MEDIUM,0
Pacific Coast Ridge,37.7105,-122.4223,24.24,21.4,37.28,17.39,1002.38,0.0,85.2,34.2,223.5,28.51,49.5,42.83,0.35,63.4,HIGH,1
Pacific Coast Ridge,38.3057,-122.4835,20.4,20.34,30.54,15.47,1006.23,0.99,85.7,86.9,339.5,27.63,106.0,80.0,0.35,49.0,MEDIUM,0
Sierra Foothills,38.8517,-121.1057,48.0,20.92,77.35,17.61,1001.05,0.0,93.3,114.9,571.7,40.0,150.0,80.0,0.48,75.8,HIGH,1
Cascades Valley,45.4133,-121.4854,30.1,21.07,53.83,10.36,1024.93,0.0,90.5,17.0,724.1,30.13,32.1,32.61,0.18,57.9,MEDIUM,0
Pacific Coast Ridge,37.9402,-122.2999,29.06,20.33,38.33,22.99,1012.57,0.0,94.6,7.3,430.1,40.0,14.0,38.16,0.35,71.9,HIGH,1
Northern Boreal,48.8416,-122.4177,26.13,21.73,45.08,15.44,998.52,0.0,90.0,65.0,271.4,34.43,81.3,80.0,0.22,58.1,MEDIUM,0
Cascades Valley,45.7622,-121.6227,40.7,21.99,71.95,11.25,1006.15,0.0,81.9,145.1,503.2,20.14,150.0,56.21,0.18,66.0,HIGH,1
Cascades Valley,45.6628,-121.5817,32.24,20.61,40.0,8.05,1012.17,0.0,90.9,59.4,306.8,28.46,80.0,68.93,0.18,65.9,HIGH,1
Northern Boreal,48.7944,-122.9283,28.12,19.63,41.79,14.73,1010.41,0.0,91.4,72.2,436.6,36.22,102.2,80.0,0.22,64.5,HIGH,1
Pacific Coast Ridge,37.839,-122.2281,13.59,20.41,30.13,17.46,1036.8,1.02,73.5,40.8,406.8,15.82,65.3,15.88,0.35,35.6,MEDIUM,0
Northern Boreal,48.6929,-122.9833,17.52,20.75,34.01,30.13,995.51,3.23,77.8,18.6,181.1,26.35,29.5,20.59,0.22,23.1,LOW,0
Cascades Valley,45.1667,-120.879,33.66,21.03,42.66,18.56,1026.04,0.0,95.6,52.6,156.3,40.0,57.1,80.0,0.18,64.8,HIGH,1
High Desert Plateau,34.4468,-117.4404,26.56,22.49,61.76,7.94,1027.93,5.58,61.3,71.4,118.0,6.39,56.8,5.38,0.28,0.0,LOW,0
High Desert Plateau,34.476,-117.1516,15.16,20.83,80.15,8.41,1035.58,0.0,65.0,33.5,302.6,7.8,52.5,5.73,0.28,16.4,LOW,0
Sierra Foothills,38.603,-120.7561,12.86,19.51,90.77,4.97,988.23,3.6,38.1,40.3,158.0,1.77,49.2,2.94,0.48,0.0,LOW,0
Northern Boreal,49.5404,-123.0467,27.65,20.71,51.67,27.17,1022.29,0.0,89.0,99.5,465.7,40.0,129.7,80.0,0.22,63.6,HIGH,1
Northern Boreal,49.2797,-123.1713,37.78,21.22,5.0,7.54,1011.69,0.0,99.5,48.5,628.2,40.0,81.3,80.0,0.22,81.8,HIGH,1
Sierra Foothills,38.7438,-120.7878,41.86,20.13,81.65,10.01,1007.87,0.0,80.3,10.4,850.0,17.88,20.2,6.03,0.48,43.6,MEDIUM,0
Sierra Foothills,38.5239,-121.1401,12.08,20.52,43.79,2.76,1008.18,2.0,70.8,12.7,301.0,8.38,23.0,2.66,0.48,14.6,LOW,0
Sierra Foothills,38.6936,-121.1811,13.89,21.03,53.49,11.95,1015.26,0.28,67.5,42.7,136.1,9.97,47.9,6.49,0.48,23.4,LOW,0
Cascades Valley,45.8431,-121.5759,17.82,20.0,27.7,15.54,1004.01,0.45,84.6,37.5,434.1,26.31,61.7,42.84,0.18,48.7,MEDIUM,0
Northern Boreal,49.5876,-122.6001,14.84,22.35,15.36,4.83,1023.8,0.0,85.6,20.9,188.0,19.28,32.7,11.23,0.22,36.8,MEDIUM,0
Cascades Valley,45.7026,-121.4647,28.97,21.96,52.86,6.2,1015.45,0.0,86.1,57.4,466.1,20.92,87.8,35.58,0.18,52.2,MEDIUM,0
Sierra Foothills,37.9814,-120.6735,34.09,20.93,32.39,10.31,1031.66,0.0,97.3,57.6,502.4,40.0,89.5,80.0,0.48,68.5,HIGH,1
Northern Boreal,49.4502,-123.0026,35.63,22.19,60.87,8.22,1006.53,0.0,82.7,44.4,146.5,18.99,50.5,16.86,0.22,41.7,MEDIUM,0
Cascades Valley,45.8712,-121.9058,25.64,21.42,38.83,9.73,1007.06,0.0,95.8,85.0,334.5,38.53,104.0,80.0,0.18,53.1,MEDIUM,0
Cascades Valley,45.8262,-121.4657,14.0,20.98,41.59,9.74,994.91,0.0,79.7,26.7,491.2,17.12,47.0,13.03,0.18,29.6,LOW,0
Sierra Foothills,38.5957,-120.9045,14.88,19.29,42.09,12.33,1022.98,2.26,74.0,35.8,321.0,13.97,56.0,11.33,0.48,12.4,LOW,0
Northern Boreal,49.408,-122.6948,18.72,22.59,87.67,6.72,1016.47,0.0,56.5,68.0,161.6,4.8,66.3,5.35,0.22,15.4,LOW,0
Sierra Foothills,38.1822,-120.6274,35.88,21.28,29.24,8.5,1036.98,0.0,98.1,69.1,437.2,40.0,99.1,80.0,0.48,77.4,HIGH,1
Northern Boreal,49.2579,-122.6134,33.72,20.09,63.72,2.52,995.76,0.28,83.0,55.3,243.6,15.34,70.6,16.37,0.22,31.3,MEDIUM,0
High Desert Plateau,34.1997,-117.6259,31.54,20.26,71.31,5.33,1006.24,0.0,72.0,9.3,516.1,9.94,17.8,2.4,0.28,16.6,LOW,0
Pacific Coast Ridge,37.514,-122.3291,27.76,20.61,54.49,7.2,1013.1,0.0,79.1,32.5,290.3,15.21,50.8,11.63,0.35,34.3,MEDIUM,0
Pacific Coast Ridge,37.6278,-122.4856,32.68,21.88,63.83,8.96,1035.67,0.0,77.4,24.2,261.7,14.9,39.4,8.73,0.35,44.2,MEDIUM,0
Pacific Coast Ridge,37.5564,-122.129,26.76,21.31,25.07,19.29,1045.0,0.18,95.5,53.2,597.6,40.0,87.0,80.0,0.35,80.0,HIGH,1
Sierra Foothills,38.3427,-120.7245,38.38,22.08,30.07,8.71,1005.72,1.51,91.8,143.1,341.4,30.4,139.8,80.0,0.48,69.9,HIGH,1
High Desert Plateau,34.5021,-117.2034,21.22,21.32,26.64,21.85,1007.56,0.61,97.5,54.4,519.6,40.0,86.3,80.0,0.28,62.5,HIGH,1
Northern Boreal,49.6195,-122.3004,31.51,22.44,28.15,18.05,1004.77,0.17,99.5,150.3,467.0,40.0,150.0,80.0,0.22,73.0,HIGH,1
Cascades Valley,45.5628,-122.0341,14.18,21.26,59.07,9.09,1029.56,0.08,66.3,64.8,355.3,8.54,89.0,10.46,0.18,19.6,LOW,0
Northern Boreal,49.2098,-122.834,14.64,19.42,50.22,7.82,991.6,0.0,76.5,23.5,148.7,13.68,33.7,6.62,0.22,26.9,LOW,0
Cascades Valley,45.5819,-121.482,25.59,20.34,98.0,9.87,1003.93,1.25,55.5,39.9,850.0,5.09,71.4,5.93,0.18,16.1,LOW,0
Northern Boreal,49.2147,-122.9545,21.81,21.25,57.78,7.02,1028.94,1.02,72.1,38.4,387.2,10.64,61.5,8.91,0.22,17.7,LOW,0
High Desert Plateau,34.4639,-117.1916,36.26,20.42,45.72,5.91,1013.23,0.0,94.2,73.2,601.8,31.05,112.3,80.0,0.28,69.2,HIGH,1
Cascades Valley,45.5631,-121.9266,38.11,22.41,14.03,31.91,1024.76,1.43,99.5,56.4,389.4,40.0,82.8,80.0,0.18,83.1,HIGH,1
Sierra Foothills,38.5543,-120.9844,31.78,22.36,31.81,11.13,997.67,0.0,96.7,97.2,247.4,40.0,98.1,80.0,0.48,78.8,HIGH,1
Northern Boreal,49.4809,-122.381,25.05,20.55,79.58,3.38,1020.6,5.45,53.6,26.2,565.5,3.62,47.0,3.37,0.22,0.0,LOW,0
Northern Boreal,49.0079,-123.0295,11.82,22.86,27.93,11.81,990.76,2.0,78.0,51.5,295.5,16.83,71.7,19.3,0.22,32.2,MEDIUM,0
Cascades Valley,45.5426,-121.377,48.0,21.88,49.42,18.58,1014.49,0.0,99.5,82.5,400.5,40.0,108.9,80.0,0.18,78.7,HIGH,1
Sierra Foothills,38.6119,-120.4052,24.54,20.32,27.18,18.18,1041.73,0.0,95.0,96.6,342.3,40.0,113.3,80.0,0.48,74.8,HIGH,1
Sierra Foothills,38.3035,-120.6201,28.72,22.15,53.82,13.64,1024.59,0.0,81.5,45.4,518.0,21.27,74.4,31.23,0.48,52.1,MEDIUM,0
High Desert Plateau,34.4712,-118.2162,17.53,20.48,12.43,11.69,1030.2,4.67,76.0,20.0,221.8,15.16,32.7,7.44,0.28,14.4,LOW,0
Sierra Foothills,38.5946,-120.7801,31.59,21.83,60.25,13.6,1011.76,0.0,87.9,46.4,526.4,29.36,76.0,71.58,0.48,58.8,MEDIUM,0
Sierra Foothills,38.4546,-120.5647,27.79,20.24,50.71,5.73,991.29,0.0,83.9,37.5,353.4,18.36,59.2,18.57,0.48,41.6,MEDIUM,0
Sierra Foothills,38.5193,-120.6039,29.18,21.13,34.76,11.37,1018.99,0.06,94.3,77.4,651.7,37.7,119.4,80.0,0.48,63.9,HIGH,1
Pacific Coast Ridge,38.0966,-122.1953,24.83,20.46,48.59,27.1,1013.98,0.05,90.0,10.9,239.9,40.0,19.6,53.44,0.35,70.0,HIGH,1
High Desert Plateau,34.1602,-117.3471,34.72,20.96,60.92,12.64,996.38,0.02,89.9,34.6,426.6,31.57,57.6,67.62,0.28,60.4,HIGH,1
Northern Boreal,48.7787,-122.7517,33.46,20.24,68.22,8.96,1045.0,1.23,74.1,74.7,850.0,12.61,122.5,21.62,0.22,35.0,MEDIUM,0
Cascades Valley,45.8164,-121.748,21.9,20.45,32.38,9.27,1005.68,0.0,87.7,45.8,365.8,25.32,69.7,43.85,0.18,56.3,MEDIUM,0
Northern Boreal,49.0546,-123.3908,22.11,20.76,28.55,13.82,1019.99,0.83,87.7,57.2,548.8,29.18,90.8,80.0,0.22,48.7,MEDIUM,0
High Desert Plateau,34.4259,-117.0581,23.9,19.81,83.2,2.29,1014.74,0.0,65.0,55.2,297.1,6.13,75.4,6.96,0.28,11.8,LOW,0
Cascades Valley,45.4734,-121.6448,25.57,21.32,52.07,14.47,1024.65,1.63,79.9,14.5,362.0,20.11,26.4,9.86,0.18,25.6,LOW,0
High Desert Plateau,34.3424,-117.1068,28.43,21.81,57.09,6.35,997.72,0.16,82.8,64.0,319.5,17.81,85.3,25.3,0.28,43.3,MEDIUM,0
Sierra Foothills,38.4182,-120.2645,14.17,21.92,43.36,7.41,1001.43,0.0,79.7,38.7,219.3,15.81,53.7,13.05,0.48,36.7,MEDIUM,0
Cascades Valley,45.4694,-121.7454,36.16,20.17,60.67,13.45,1010.39,2.39,79.2,39.5,334.7,18.82,61.0,20.02,0.18,25.6,LOW,0
Sierra Foothills,38.2357,-121.0028,26.77,21.05,34.84,16.64,1028.61,1.62,80.3,10.4,229.3,21.78,18.6,8.22,0.48,37.8,MEDIUM,0
Northern Boreal,49.8543,-123.2729,28.03,20.94,39.09,11.07,1016.52,0.0,93.2,56.5,182.8,35.38,63.7,80.0,0.22,61.8,HIGH,1
Northern Boreal,49.0737,-122.9157,19.76,21.46,51.1,3.41,1017.58,0.0,77.6,94.2,769.9,12.14,144.3,24.3,0.22,30.3,MEDIUM,0
Cascades Valley,45.7425,-121.1713,35.47,22.01,62.35,6.24,985.67,0.0,82.7,55.6,578.5,17.6,89.6,26.03,0.18,47.3,MEDIUM,0
Cascades Valley,45.7193,-121.5353,32.33,21.01,52.02,21.57,987.86,0.0,91.0,84.8,290.7,40.0,98.0,80.0,0.18,62.9,HIGH,1
High Desert Plateau,34.2117,-117.1044,35.57,21.51,35.5,14.19,1009.73,3.66,86.0,88.4,724.9,27.12,135.5,80.0,0.28,41.3,MEDIUM,0
High Desert Plateau,34.9169,-117.2594,22.98,21.26,13.27,6.0,1018.08,0.0,95.4,162.0,227.2,33.13,116.5,80.0,0.28,71.9,HIGH,1
Sierra Foothills,38.4068,-121.0812,33.01,21.66,20.39,25.3,1022.38,1.24,99.5,95.4,616.4,40.0,137.5,80.0,0.48,83.0,HIGH,1
Cascades Valley,45.5975,-121.4003,34.43,20.97,35.35,4.79,993.41,0.0,95.8,116.2,486.7,32.22,145.5,80.0,0.18,73.1,HIGH,1
Northern Boreal,49.4234,-122.7931,11.64,20.48,71.57,18.85,1039.6,5.31,45.9,10.0,194.8,4.07,17.7,1.33,0.22,0.0,LOW,0
High Desert Plateau,34.3241,-117.0395,31.3,20.35,49.02,9.44,1015.56,0.0,86.4,75.7,221.0,23.76,81.6,43.91,0.28,59.4,MEDIUM,0
High Desert Plateau,34.228,-117.1802,18.92,20.25,50.09,10.97,1010.83,0.81,74.4,97.4,850.0,13.66,150.0,29.4,0.28,35.4,MEDIUM,0
Northern Boreal,49.3707,-122.8136,18.43,21.15,52.69,8.32,1005.41,0.0,79.1,32.5,272.6,15.87,50.1,12.24,0.22,26.4,LOW,0
High Desert Plateau,34.5195,-117.1493,17.83,22.08,50.45,3.71,1034.42,0.0,77.7,57.9,403.7,12.34,85.2,14.63,0.28,30.8,MEDIUM,0
Sierra Foothills,38.3799,-121.3822,30.11,21.38,48.65,11.58,989.79,0.0,89.7,17.9,827.5,30.13,34.0,34.62,0.48,63.5,HIGH,1
Cascades Valley,45.6975,-121.3462,21.7,19.38,64.67,5.3,1009.45,0.0,74.2,35.4,43.8,11.07,23.4,3.55,0.18,9.7,LOW,0
Northern Boreal,49.0219,-122.7898,5.25,19.9,37.33,6.01,1018.2,0.0,67.1,14.7,343.2,7.94,26.6,2.94,0.22,28.0,LOW,0
Cascades Valley,45.2648,-122.2229,42.74,21.66,36.1,17.58,1023.78,0.0,99.5,84.6,758.0,40.0,132.2,80.0,0.18,80.7,HIGH,1
High Desert Plateau,34.5191,-117.0427,13.15,20.89,75.64,10.08,1020.14,0.0,67.4,51.3,285.0,9.32,70.7,8.98,0.28,15.6,LOW,0
High Desert Plateau,34.3762,-117.1437,38.67,21.63,65.3,6.73,1002.56,1.41,83.8,40.2,596.7,19.01,68.8,23.0,0.28,44.8,MEDIUM,0
Northern Boreal,49.0627,-123.113,29.52,20.35,62.32,12.39,1026.68,0.0,77.2,27.4,229.4,16.48,42.2,10.96,0.22,28.6,LOW,0
Sierra Foothills,38.588,-121.1942,32.35,20.5,35.55,1.02,997.23,0.47,94.6,74.6,361.4,25.68,98.4,64.17,0.48,59.9,MEDIUM,0
Pacific Coast Ridge,37.9784,-122.9489,27.12,21.35,59.81,9.65,1032.66,0.4,79.8,57.4,405.4,17.16,84.8,23.58,0.35,44.1,MEDIUM,0
Northern Boreal,48.8718,-122.6446,33.99,20.84,61.97,7.05,1029.75,0.0,81.1,34.9,180.7,16.75,47.1,12.57,0.22,28.3,LOW,0
Pacific Coast Ridge,37.9751,-121.8449,32.15,20.56,43.94,4.8,1012.18,0.0,90.4,53.4,226.8,24.55,67.2,39.14,0.35,64.9,HIGH,1
Pacific Coast Ridge,37.7747,-121.9248,29.9,20.29,40.8,4.65,1009.28,0.0,84.4,27.7,368.9,18.0,46.7,14.12,0.35,44.7,MEDIUM,0
Sierra Foothills,38.6409,-120.9407,21.61,22.75,39.76,11.77,1004.89,0.0,83.1,34.3,294.7,21.77,53.1,23.43,0.48,45.2,MEDIUM,0
Pacific Coast Ridge,38.0746,-122.9927,22.49,21.63,64.37,12.99,1008.59,0.0,75.9,25.2,387.3,15.72,43.3,10.43,0.35,33.2,MEDIUM,0
Pacific Coast Ridge,37.1486,-122.3722,12.25,21.2,96.84,9.7,1005.98,0.41,49.4,34.3,166.9,3.72,45.3,3.29,0.35,5.9,LOW,0
Sierra Foothills,38.6333,-121.0799,25.57,20.87,87.53,20.2,1020.9,1.17,66.7,133.3,602.9,12.06,150.0,25.04,0.48,34.8,MEDIUM,0
Pacific Coast Ridge,37.4704,-122.2753,29.33,21.62,48.47,12.18,1028.41,0.0,87.5,46.7,443.0,27.5,73.9,57.77,0.35,61.8,HIGH,1
Pacific Coast Ridge,37.8045,-121.9545,23.86,20.17,47.41,16.73,1034.95,0.0,84.3,98.8,217.0,26.76,92.4,67.11,0.35,54.0,MEDIUM,0
Pacific Coast Ridge,37.6965,-122.3718,27.4,21.44,73.61,10.78,1036.12,0.0,79.0,73.7,390.5,17.17,100.1,27.89,0.35,36.1,MEDIUM,0
Northern Boreal,49.2482,-122.5352,25.24,21.14,50.59,10.01,1009.36,0.0,81.4,20.7,196.7,18.85,32.7,10.78,0.22,39.4,MEDIUM,0
Northern Boreal,48.8639,-122.6863,21.36,20.35,36.35,14.82,1006.07,0.3,89.6,23.8,359.9,33.01,40.9,55.46,0.22,52.3,MEDIUM,0
Northern Boreal,49.1553,-123.5404,20.09,20.21,36.25,8.04,1011.92,0.69,86.3,94.7,84.6,22.52,49.9,23.7,0.22,36.9,MEDIUM,0
Sierra Foothills,38.4001,-121.628,14.72,18.34,63.5,12.03,1043.29,2.06,60.2,21.7,671.3,6.92,40.1,4.0,0.48,3.2,LOW,0
High Desert Plateau,34.1734,-117.3401,33.94,21.07,5.36,3.99,1017.67,2.89,96.0,27.8,241.5,31.43,43.2,50.01,0.28,59.4,MEDIUM,0
Pacific Coast Ridge,37.5753,-123.1385,22.55,23.09,30.67,10.08,1018.24,0.0,91.5,28.5,367.8,31.41,47.7,55.19,0.35,58.7,MEDIUM,0
